	(mgLevel0,block0)	(mgLevel1,block0)	(mgLevel2,block0)	(mgLevel0,block1)	(mgLevel1,block1)	(mgLevel2,block1)	(mgLevel0,block2)	(mgLevel1,block2)	(mgLevel2,block2)	(mgLevel0,block3)	(mgLevel1,block3)	(mgLevel2,block3)	(mgLevel0,block4)	(mgLevel1,block4)	(mgLevel2,block4)	(mgLevel0,block5)	(mgLevel1,block5)	(mgLevel2,block5)	(mgLevel0,block6)	(mgLevel1,block6)	(mgLevel2,block6)	(mgLevel0,block7)	(mgLevel1,block7)	(mgLevel2,block7)
140	7.1986e-03	4.7913e-03	3.3260e-03	4.9261e-03	3.7450e-03	2.7444e-03	2.2237e-03	1.6726e-03	1.5342e-03	7.5052e-03	4.8279e-03	3.8196e-03	1.3289e-01	8.5636e-02	5.0554e-02	3.0517e-02	1.8115e-02	1.0664e-02	1.7054e-02	1.0135e-02	7.3542e-03	3.3492e-02	1.8214e-02	1.0447e-02
142	6.3969e-03	4.2102e-03	3.0744e-03	4.3469e-03	3.3307e-03	2.4962e-03	2.3079e-03	1.7139e-03	1.5496e-03	6.8734e-03	4.4689e-03	3.5407e-03	1.4115e-01	9.2839e-02	5.4123e-02	3.0276e-02	1.7784e-02	1.1017e-02	1.7052e-02	9.9424e-03	7.0106e-03	3.3247e-02	1.8166e-02	1.0215e-02
144	5.3126e-03	3.3707e-03	2.6035e-03	3.5179e-03	2.7032e-03	2.1163e-03	2.2542e-03	1.6384e-03	1.4660e-03	6.2924e-03	4.0463e-03	3.3195e-03	1.4949e-01	9.5911e-02	5.4031e-02	2.9643e-02	1.7432e-02	1.1201e-02	1.6806e-02	9.6082e-03	6.8520e-03	3.2346e-02	1.7760e-02	9.4625e-03
146	4.3111e-03	2.5691e-03	2.0992e-03	2.6615e-03	1.9293e-03	1.5914e-03	2.0885e-03	1.4549e-03	1.2851e-03	6.1127e-03	4.0905e-03	3.5503e-03	1.5274e-01	9.4237e-02	5.0259e-02	2.9171e-02	1.7118e-02	1.0931e-02	1.6216e-02	9.0445e-03	6.4065e-03	3.1008e-02	1.6719e-02	8.4399e-03
148	3.9976e-03	2.5422e-03	2.2589e-03	2.3378e-03	1.7519e-03	1.6552e-03	1.8341e-03	1.1873e-03	1.0261e-03	6.2003e-03	4.4164e-03	3.7102e-03	1.4830e-01	8.6968e-02	4.4816e-02	2.8713e-02	1.6668e-02	1.0577e-02	1.5668e-02	8.6310e-03	5.9692e-03	2.9194e-02	1.5105e-02	7.3608e-03
150	4.4272e-03	2.9557e-03	2.3776e-03	2.6058e-03	2.0511e-03	1.8007e-03	1.5455e-03	8.7863e-04	7.3232e-04	6.2577e-03	4.5130e-03	3.7427e-03	1.3844e-01	7.8969e-02	3.9831e-02	2.7876e-02	1.6175e-02	1.0273e-02	1.5281e-02	8.2718e-03	5.8659e-03	2.7462e-02	1.4202e-02	6.5954e-03
152	4.9972e-03	3.2988e-03	2.3282e-03	3.0341e-03	2.3153e-03	1.8684e-03	1.3158e-03	6.5427e-04	5.8252e-04	6.1966e-03	4.3360e-03	3.5421e-03	1.2776e-01	7.1695e-02	3.7328e-02	2.6816e-02	1.5532e-02	9.8424e-03	1.4985e-02	8.3166e-03	6.2230e-03	2.6528e-02	1.4018e-02	7.3589e-03
154	5.3499e-03	3.5017e-03	2.1814e-03	3.3445e-03	2.4846e-03	1.8486e-03	1.2703e-03	6.7815e-04	6.5226e-04	5.8959e-03	3.9303e-03	3.1507e-03	1.1724e-01	6.7672e-02	3.7968e-02	2.5529e-02	1.4808e-02	9.2055e-03	1.5020e-02	8.6706e-03	6.6990e-03	2.6121e-02	1.3827e-02	8.2373e-03
156	5.4092e-03	3.4955e-03	2.0214e-03	3.4521e-03	2.5312e-03	1.7810e-03	1.3922e-03	8.6663e-04	8.4415e-04	5.3897e-03	3.5137e-03	2.7255e-03	1.0809e-01	6.8580e-02	4.0744e-02	2.4299e-02	1.4094e-02	8.4818e-03	1.5155e-02	9.0122e-03	6.9687e-03	2.5978e-02	1.4248e-02	8.6798e-03
158	5.1918e-03	3.3289e-03	1.9969e-03	3.4006e-03	2.4931e-03	1.7587e-03	1.5376e-03	1.0334e-03	9.8560e-04	4.9233e-03	3.1758e-03	2.5816e-03	1.0948e-01	7.2877e-02	4.3315e-02	2.2975e-02	1.3374e-02	8.0369e-03	1.5064e-02	9.0332e-03	6.8526e-03	2.5956e-02	1.4265e-02	8.6214e-03
160	4.7592e-03	3.0428e-03	1.9688e-03	3.1493e-03	2.3166e-03	1.6499e-03	1.6225e-03	1.1199e-03	1.0651e-03	4.5945e-03	2.9179e-03	2.3820e-03	1.1663e-01	7.4543e-02	4.3696e-02	2.1944e-02	1.2801e-02	8.0677e-03	1.4346e-02	8.6298e-03	6.4071e-03	2.5555e-02	1.4029e-02	8.2853e-03
162	4.1660e-03	2.6394e-03	1.8377e-03	2.7809e-03	2.0749e-03	1.4896e-03	1.6237e-03	1.1232e-03	1.0722e-03	4.3961e-03	2.8502e-03	2.2460e-03	1.2104e-01	7.3649e-02	4.1075e-02	2.1295e-02	1.2412e-02	7.8530e-03	1.3370e-02	7.8561e-03	5.7339e-03	2.4766e-02	1.3643e-02	7.6343e-03
164	3.4946e-03	2.1468e-03	1.5832e-03	2.3105e-03	1.7510e-03	1.3090e-03	1.5441e-03	1.0587e-03	1.0145e-03	4.2310e-03	2.7641e-03	2.2473e-03	1.1997e-01	6.9973e-02	3.7946e-02	2.0880e-02	1.2168e-02	7.5847e-03	1.2526e-02	7.1198e-03	4.9161e-03	2.3977e-02	1.2899e-02	6.8175e-03
166	2.8760e-03	1.6624e-03	1.2895e-03	1.8424e-03	1.3666e-03	1.0634e-03	1.4081e-03	9.4967e-04	8.9963e-04	4.0766e-03	2.6784e-03	2.2284e-03	1.1470e-01	6.5470e-02	3.5019e-02	2.0753e-02	1.1969e-02	7.4599e-03	1.2022e-02	6.4958e-03	4.2308e-03	2.2970e-02	1.2282e-02	5.9485e-03
168	2.5231e-03	1.4721e-03	1.1791e-03	1.5281e-03	1.0870e-03	8.9099e-04	1.2417e-03	8.0477e-04	7.4747e-04	3.9789e-03	2.6927e-03	2.2935e-03	1.0907e-01	6.0568e-02	3.1237e-02	2.0494e-02	1.1740e-02	7.3284e-03	1.1596e-02	5.9825e-03	3.8159e-03	2.1949e-02	1.1733e-02	5.7181e-03
170	2.4790e-03	1.5299e-03	1.2119e-03	1.4665e-03	1.0622e-03	9.1279e-04	1.0693e-03	6.4170e-04	5.8047e-04	3.8659e-03	2.6976e-03	2.2106e-03	1.0066e-01	5.6017e-02	2.8602e-02	1.9931e-02	1.1456e-02	7.1554e-03	1.1420e-02	5.9018e-03	4.2655e-03	2.1053e-02	1.1145e-02	6.2874e-03
172	2.6182e-03	1.6376e-03	1.1573e-03	1.5613e-03	1.1303e-03	9.3530e-04	9.2217e-04	4.8796e-04	4.2317e-04	3.6795e-03	2.5747e-03	2.0410e-03	9.3166e-02	5.1774e-02	2.7883e-02	1.9238e-02	1.1172e-02	6.8458e-03	1.1525e-02	6.3383e-03	4.7858e-03	2.0492e-02	1.1114e-02	6.9090e-03
174	2.7568e-03	1.7348e-03	1.0525e-03	1.6779e-03	1.1969e-03	9.2181e-04	8.4034e-04	4.1297e-04	3.5815e-04	3.3935e-03	2.3232e-03	1.8271e-03	8.6788e-02	5.0615e-02	2.9801e-02	1.8477e-02	1.0838e-02	6.4450e-03	1.1540e-02	6.7019e-03	5.1343e-03	2.0131e-02	1.1126e-02	7.0854e-03
176	2.8129e-03	1.7753e-03	1.0008e-03	1.7369e-03	1.2295e-03	8.9191e-04	8.5521e-04	4.5042e-04	4.3512e-04	3.0550e-03	2.0247e-03	1.5298e-03	8.2650e-02	5.2409e-02	3.1815e-02	1.7715e-02	1.0320e-02	6.4006e-03	1.1308e-02	6.7900e-03	5.2588e-03	1.9529e-02	1.0924e-02	6.7786e-03
178	2.7671e-03	1.7322e-03	1.0138e-03	1.7374e-03	1.2345e-03	8.7350e-04	9.1868e-04	5.2940e-04	5.1853e-04	2.7253e-03	1.7589e-03	1.3113e-03	8.3020e-02	5.3326e-02	3.1723e-02	1.6996e-02	9.7876e-03	6.3489e-03	1.0709e-02	6.5174e-03	4.9745e-03	1.8797e-02	1.0367e-02	6.2060e-03
180	2.5967e-03	1.6303e-03	1.0408e-03	1.6632e-03	1.1938e-03	8.4752e-04	9.8953e-04	5.9356e-04	5.7673e-04	2.5039e-03	1.5930e-03	1.2386e-03	8.4194e-02	5.2546e-02	2.9590e-02	1.6578e-02	9.3691e-03	5.9932e-03	9.9290e-03	5.9520e-03	4.4867e-03	1.7790e-02	9.7403e-03	5.4533e-03
182	2.3469e-03	1.4792e-03	1.0236e-03	1.5326e-03	1.1201e-03	7.8909e-04	1.0369e-03	6.2553e-04	6.0912e-04	2.3724e-03	1.5104e-03	1.1750e-03	8.3089e-02	5.0654e-02	2.7141e-02	1.6045e-02	9.0474e-03	5.6002e-03	9.1062e-03	5.2397e-03	3.8221e-03	1.6618e-02	8.9840e-03	4.6680e-03
184	2.0447e-03	1.2821e-03	9.4517e-04	1.3560e-03	1.0098e-03	7.2903e-04	1.0521e-03	6.2545e-04	6.1515e-04	2.3215e-03	1.4972e-03	1.1714e-03	8.0881e-02	4.6706e-02	2.5229e-02	1.5668e-02	8.7973e-03	5.4396e-03	8.5085e-03	4.5703e-03	3.0716e-03	1.5627e-02	8.4527e-03	4.1085e-03
186	1.7299e-03	1.0636e-03	8.4041e-04	1.1682e-03	8.7481e-04	6.6815e-04	1.0413e-03	6.0504e-04	5.9421e-04	2.2825e-03	1.4909e-03	1.2002e-03	7.7143e-02	4.1947e-02	2.1565e-02	1.5194e-02	8.5114e-03	5.1880e-03	7.9778e-03	4.0004e-03	2.4598e-03	1.4936e-02	8.2203e-03	4.2600e-03
188	1.4646e-03	8.7331e-04	7.2616e-04	9.9709e-04	7.2364e-04	5.8241e-04	1.0076e-03	5.6754e-04	5.5216e-04	2.2159e-03	1.4465e-03	1.1705e-03	7.1425e-02	3.8084e-02	1.8718e-02	1.4660e-02	8.2480e-03	4.9890e-03	7.6555e-03	3.6790e-03	2.4588e-03	1.4897e-02	8.1371e-03	4.7642e-03
190	1.2836e-03	7.7108e-04	6.3045e-04	8.6053e-04	5.8957e-04	4.8374e-04	9.5821e-04	5.1575e-04	4.9864e-04	2.1176e-03	1.3757e-03	1.1239e-03	6.6211e-02	3.4474e-02	1.8915e-02	1.4082e-02	8.0048e-03	4.7809e-03	7.5647e-03	3.8471e-03	2.7890e-03	1.5041e-02	8.2580e-03	5.1852e-03
192	1.1873e-03	7.2757e-04	5.7720e-04	7.7040e-04	5.1954e-04	4.3729e-04	9.0402e-04	4.5703e-04	4.4114e-04	1.9722e-03	1.2925e-03	1.0343e-03	6.1296e-02	3.3750e-02	2.0384e-02	1.3479e-02	7.7046e-03	4.6683e-03	7.5833e-03	4.1511e-03	3.1128e-03	1.5045e-02	8.1860e-03	5.3387e-03
194	1.1428e-03	6.9757e-04	5.3995e-04	7.1620e-04	4.8673e-04	4.1749e-04	8.4951e-04	3.9885e-04	3.8964e-04	1.7907e-03	1.1741e-03	9.0991e-04	5.7846e-02	3.4896e-02	2.1791e-02	1.2887e-02	7.4587e-03	4.7713e-03	7.4872e-03	4.3348e-03	3.3062e-03	1.4744e-02	7.9211e-03	5.0800e-03
196	1.1008e-03	6.6450e-04	4.8208e-04	6.8591e-04	4.5303e-04	3.8565e-04	7.9896e-04	3.5378e-04	3.5761e-04	1.5879e-03	1.0205e-03	7.6079e-04	5.6442e-02	3.5652e-02	2.1398e-02	1.2336e-02	7.1891e-03	4.6682e-03	7.1893e-03	4.2888e-03	3.3077e-03	1.4038e-02	7.5226e-03	4.4895e-03
198	1.0522e-03	6.2624e-04	4.1445e-04	6.4845e-04	4.1731e-04	3.3899e-04	7.6066e-04	3.2888e-04	3.4106e-04	1.3646e-03	8.5435e-04	6.1309e-04	5.6513e-02	3.5308e-02	1.9803e-02	1.1995e-02	6.9419e-03	4.3885e-03	6.6706e-03	4.0200e-03	3.0588e-03	1.3116e-02	7.0102e-03	3.8523e-03
200	9.8787e-04	5.8248e-04	3.6439e-04	6.0149e-04	3.7952e-04	2.9046e-04	7.3603e-04	3.1966e-04	3.3147e-04	1.1856e-03	7.1874e-04	4.7941e-04	5.6314e-02	3.4137e-02	1.8354e-02	1.1694e-02	6.6637e-03	4.2092e-03	6.0867e-03	3.6090e-03	2.6634e-03	1.2052e-02	6.4099e-03	3.1882e-03
202	9.1673e-04	5.3223e-04	3.3471e-04	5.5280e-04	3.5168e-04	2.3735e-04	7.2034e-04	3.1789e-04	3.3354e-04	1.1024e-03	6.5151e-04	4.4123e-04	5.4698e-02	3.1530e-02	1.6870e-02	1.1401e-02	6.4116e-03	4.0088e-03	5.6581e-03	3.1859e-03	2.1970e-03	1.1142e-02	5.9445e-03	2.7810e-03
204	8.4987e-04	4.9059e-04	3.1518e-04	5.1891e-04	3.4159e-04	2.2787e-04	7.0967e-04	3.1809e-04	3.3860e-04	1.0968e-03	6.5337e-04	4.8046e-04	5.2183e-02	2.8689e-02	1.4389e-02	1.1012e-02	6.1737e-03	3.7503e-03	5.3232e-03	2.7820e-03	1.7797e-03	1.0600e-02	5.5807e-03	2.9563e-03
206	8.0355e-04	4.6197e-04	3.0603e-04	5.0719e-04	3.4475e-04	2.3955e-04	7.0282e-04	3.1902e-04	3.4573e-04	1.1432e-03	7.0993e-04	5.3335e-04	4.8886e-02	2.5797e-02	1.2784e-02	1.0533e-02	5.9190e-03	3.5031e-03	5.1239e-03	2.5372e-03	1.6385e-03	1.0353e-02	5.4613e-03	3.2695e-03
208	7.7606e-04	4.5176e-04	3.0462e-04	5.1655e-04	3.6403e-04	2.5965e-04	6.9689e-04	3.2064e-04	3.5244e-04	1.2075e-03	7.7683e-04	5.9056e-04	4.5494e-02	2.3241e-02	1.2303e-02	1.0093e-02	5.6798e-03	3.4092e-03	4.9905e-03	2.4590e-03	1.6985e-03	1.0303e-02	5.6850e-03	3.4956e-03
210	7.6997e-04	4.5445e-04	3.1091e-04	5.3468e-04	3.8658e-04	2.8829e-04	6.9360e-04	3.2584e-04	3.5937e-04	1.2781e-03	8.3011e-04	6.3453e-04	4.1526e-02	2.1921e-02	1.2514e-02	9.6873e-03	5.5128e-03	3.4006e-03	4.8503e-03	2.4882e-03	1.7548e-03	1.0259e-02	5.8440e-03	3.5450e-03
212	7.8230e-04	4.6775e-04	3.1806e-04	5.5496e-04	4.1116e-04	3.1497e-04	6.9432e-04	3.3360e-04	3.6774e-04	1.3272e-03	8.6217e-04	6.5163e-04	3.7943e-02	2.1412e-02	1.2731e-02	9.3082e-03	5.2952e-03	3.3748e-03	4.6468e-03	2.5140e-03	1.8477e-03	1.0201e-02	5.8054e-03	3.3771e-03
214	8.0040e-04	4.8248e-04	3.2117e-04	5.6750e-04	4.2941e-04	3.2953e-04	6.9859e-04	3.4286e-04	3.7631e-04	1.3284e-03	8.5614e-04	6.4138e-04	3.5827e-02	2.1181e-02	1.2051e-02	8.9585e-03	5.0844e-03	3.2660e-03	4.4068e-03	2.4432e-03	1.8379e-03	9.8453e-03	5.5595e-03	3.0755e-03
216	8.0793e-04	4.8995e-04	3.2115e-04	5.6370e-04	4.2968e-04	3.2402e-04	7.0389e-04	3.5262e-04	3.8309e-04	1.2756e-03	8.0213e-04	5.9564e-04	3.4764e-02	2.1295e-02	1.1782e-02	8.6610e-03	4.8937e-03	3.1001e-03	4.1088e-03	2.2785e-03	1.7177e-03	9.2865e-03	5.1289e-03	2.6665e-03
218	7.8503e-04	4.7123e-04	2.9952e-04	5.3160e-04	4.0324e-04	2.9749e-04	7.0612e-04	3.5832e-04	3.8553e-04	1.1701e-03	7.0869e-04	5.1935e-04	3.4006e-02	2.0522e-02	1.1086e-02	8.4428e-03	4.7961e-03	3.0274e-03	3.8158e-03	2.0852e-03	1.5355e-03	8.7137e-03	4.6437e-03	2.2239e-03
220	7.1980e-04	4.1923e-04	2.5556e-04	4.6695e-04	3.4716e-04	2.5290e-04	7.0169e-04	3.5658e-04	3.8180e-04	1.0293e-03	5.8981e-04	4.2369e-04	3.2434e-02	1.9467e-02	1.0235e-02	8.2357e-03	4.7136e-03	2.9043e-03	3.6278e-03	1.9166e-03	1.3567e-03	8.1297e-03	4.2174e-03	1.9196e-03
222	6.2126e-04	3.3287e-04	1.9274e-04	3.7912e-04	2.6522e-04	1.8805e-04	6.8752e-04	3.4412e-04	3.6852e-04	9.1000e-04	5.1424e-04	3.9324e-04	3.0915e-02	1.8199e-02	9.3306e-03	7.9514e-03	4.5485e-03	2.7369e-03	3.5565e-03	1.8364e-03	1.2604e-03	7.6969e-03	3.8999e-03	2.0420e-03
224	5.5440e-04	2.8912e-04	1.7763e-04	3.0740e-04	2.0051e-04	1.5011e-04	6.6226e-04	3.2011e-04	3.4473e-04	8.5647e-04	5.3050e-04	4.4411e-04	2.9514e-02	1.7164e-02	9.1427e-03	7.6607e-03	4.3249e-03	2.6187e-03	3.5515e-03	1.8489e-03	1.2963e-03	7.5314e-03	3.8532e-03	2.2116e-03
226	5.8391e-04	3.3431e-04	2.2368e-04	3.2053e-04	2.3089e-04	1.8209e-04	6.2821e-04	2.8593e-04	3.1459e-04	8.9723e-04	6.0404e-04	5.0951e-04	2.8064e-02	1.6676e-02	9.0783e-03	7.3458e-03	4.1199e-03	2.5007e-03	3.5318e-03	1.8731e-03	1.3045e-03	7.4153e-03	3.8261e-03	2.3169e-03
228	6.8438e-04	4.2434e-04	2.8784e-04	4.0362e-04	2.9844e-04	2.3579e-04	5.9504e-04	2.5687e-04	2.9250e-04	1.0026e-03	6.7806e-04	5.7147e-04	2.6835e-02	1.6204e-02	9.0959e-03	7.0233e-03	3.9306e-03	2.4444e-03	3.4489e-03	1.8741e-03	1.3119e-03	7.2613e-03	3.7984e-03	2.3060e-03
230	8.0837e-04	5.2153e-04	3.6022e-04	4.9813e-04	3.8007e-04	2.9606e-04	5.8864e-04	2.5403e-04	2.9429e-04	1.1154e-03	7.4850e-04	6.3637e-04	2.5993e-02	1.5695e-02	8.5565e-03	6.6798e-03	3.7438e-03	2.3627e-03	3.2796e-03	1.8144e-03	1.2875e-03	7.0537e-03	3.6773e-03	2.1462e-03
232	9.1537e-04	6.0749e-04	4.2210e-04	5.9862e-04	4.6180e-04	3.5342e-04	6.1646e-04	2.8630e-04	3.2645e-04	1.1993e-03	7.9981e-04	6.7878e-04	2.5128e-02	1.4816e-02	7.7528e-03	6.3365e-03	3.5473e-03	2.2453e-03	3.0475e-03	1.6880e-03	1.2141e-03	6.7021e-03	3.4626e-03	1.9521e-03
234	9.9810e-04	6.7797e-04	4.7842e-04	6.7607e-04	5.2332e-04	3.9727e-04	6.6241e-04	3.2837e-04	3.6587e-04	1.2368e-03	8.1076e-04	6.8466e-04	2.3965e-02	1.3683e-02	7.2914e-03	6.0835e-03	3.3908e-03	2.1603e-03	2.8036e-03	1.5445e-03	1.1310e-03	6.2674e-03	3.2157e-03	1.7164e-03
236	1.0426e-03	7.1295e-04	5.1664e-04	7.1113e-04	5.5285e-04	4.1983e-04	7.0751e-04	3.6631e-04	3.9955e-04	1.2137e-03	7.7727e-04	6.4653e-04	2.2831e-02	1.2940e-02	6.8054e-03	5.8695e-03	3.2742e-03	2.0527e-03	2.6235e-03	1.4280e-03	1.0492e-03	5.7975e-03	3.0288e-03	1.4655e-03
238	1.0280e-03	7.0069e-04	5.2423e-04	6.9702e-04	5.4395e-04	4.2119e-04	7.4232e-04	3.9309e-04	4.2148e-04	1.1428e-03	7.2707e-04	5.6533e-04	2.2034e-02	1.2758e-02	6.9866e-03	5.6434e-03	3.1738e-03	1.9516e-03	2.5817e-03	1.3865e-03	9.8174e-04	5.4576e-03	2.8453e-03	1.4943e-03
240	9.4489e-04	6.3817e-04	4.9923e-04	6.3062e-04	4.9313e-04	3.9076e-04	7.6216e-04	4.0523e-04	4.2908e-04	1.0382e-03	6.5744e-04	5.1353e-04	2.2102e-02	1.3240e-02	7.5962e-03	5.4842e-03	3.0863e-03	1.8372e-03	2.6189e-03	1.4177e-03	1.0023e-03	5.2689e-03	2.6909e-03	1.5861e-03
242	8.0158e-04	5.3038e-04	4.4002e-04	5.1942e-04	4.0809e-04	3.4091e-04	7.6433e-04	4.0074e-04	4.2133e-04	9.2394e-04	5.7839e-04	4.6376e-04	2.2590e-02	1.4036e-02	7.8222e-03	5.3781e-03	3.0065e-03	1.8052e-03	2.6731e-03	1.4674e-03	1.0287e-03	5.1560e-03	2.7111e-03	1.6226e-03
244	6.4993e-04	4.0383e-04	3.5940e-04	3.9052e-04	2.9687e-04	2.6513e-04	7.4930e-04	3.8055e-04	3.9910e-04	8.7351e-04	5.6585e-04	4.8952e-04	2.3197e-02	1.4362e-02	7.8378e-03	5.2772e-03	2.9267e-03	1.7848e-03	2.6870e-03	1.4791e-03	1.0342e-03	5.0449e-03	2.7359e-03	1.5906e-03
246	5.7950e-04	3.7372e-04	3.7536e-04	3.3567e-04	2.5847e-04	2.6011e-04	7.1997e-04	3.4837e-04	3.6575e-04	8.9059e-04	6.2717e-04	5.3789e-04	2.3272e-02	1.4055e-02	7.4417e-03	5.1257e-03	2.8218e-03	1.7902e-03	2.6271e-03	1.4429e-03	1.0126e-03	4.9337e-03	2.7184e-03	1.4961e-03
248	6.3224e-04	4.3110e-04	4.0125e-04	3.7837e-04	3.0498e-04	2.8608e-04	6.8254e-04	3.1013e-04	3.4064e-04	9.3411e-04	6.7313e-04	5.7226e-04	2.2107e-02	1.3063e-02	6.6631e-03	4.9024e-03	2.6961e-03	1.7257e-03	2.5231e-03	1.3848e-03	9.6994e-04	4.8169e-03	2.6434e-03	1.3886e-03
250	7.3954e-04	5.0665e-04	4.1242e-04	4.5732e-04	3.6209e-04	3.1438e-04	6.4936e-04	2.8155e-04	3.2615e-04	9.6839e-04	6.7793e-04	5.6874e-04	2.1173e-02	1.1870e-02	6.0040e-03	4.6738e-03	2.5765e-03	1.6479e-03	2.4275e-03	1.3194e-03	9.4828e-04	4.6530e-03	2.5205e-03	1.2545e-03
252	8.2758e-04	5.6168e-04	4.0333e-04	5.2601e-04	4.0772e-04	3.2281e-04	6.3869e-04	2.7846e-04	3.2370e-04	9.7733e-04	6.5803e-04	5.3447e-04	1.9610e-02	1.0733e-02	5.6647e-03	4.4268e-03	2.4720e-03	1.5603e-03	2.3475e-03	1.2781e-03	9.4786e-04	4.4495e-03	2.3814e-03	1.1071e-03
254	8.7998e-04	5.8367e-04	3.7562e-04	5.7034e-04	4.3044e-04	3.1873e-04	6.5813e-04	3.0454e-04	3.4906e-04	9.5519e-04	6.2300e-04	5.1637e-04	1.7872e-02	1.0064e-02	5.6344e-03	4.2048e-03	2.3665e-03	1.4483e-03	2.2977e-03	1.2764e-03	9.6360e-04	4.1760e-03	2.2551e-03	1.0989e-03
256	8.8789e-04	5.7633e-04	3.5325e-04	5.9051e-04	4.4061e-04	3.1464e-04	6.8265e-04	3.3506e-04	3.7283e-04	9.1247e-04	5.8601e-04	4.9267e-04	1.6998e-02	1.0244e-02	5.9475e-03	4.0243e-03	2.2534e-03	1.3028e-03	2.2888e-03	1.3064e-03	9.8580e-04	4.1147e-03	2.1621e-03	1.2048e-03
258	8.5227e-04	5.4214e-04	3.3178e-04	5.6894e-04	4.2233e-04	3.0571e-04	7.0087e-04	3.5528e-04	3.8897e-04	8.5427e-04	5.4010e-04	4.4420e-04	1.7406e-02	1.0939e-02	6.4547e-03	3.8887e-03	2.1333e-03	1.2337e-03	2.2809e-03	1.3214e-03	9.6278e-04	4.1227e-03	2.1275e-03	1.2780e-03
260	7.6857e-04	4.8255e-04	2.9774e-04	5.1087e-04	3.7784e-04	2.7619e-04	7.0562e-04	3.6099e-04	3.9546e-04	7.8931e-04	5.0770e-04	3.9479e-04	1.8455e-02	1.1622e-02	6.8327e-03	3.7574e-03	2.0580e-03	1.2227e-03	2.2362e-03	1.2857e-03	9.1825e-04	4.0947e-03	2.0779e-03	1.2764e-03
262	6.4834e-04	3.9420e-04	2.4648e-04	4.2477e-04	3.1614e-04	2.2470e-04	6.9627e-04	3.5352e-04	3.8873e-04	7.2464e-04	4.7086e-04	3.7760e-04	1.9368e-02	1.1890e-02	6.7355e-03	3.6525e-03	2.0050e-03	1.2445e-03	2.1666e-03	1.2233e-03	8.6196e-04	3.9881e-03	2.0038e-03	1.2241e-03
264	5.2189e-04	2.9164e-04	1.8633e-04	3.2664e-04	2.3629e-04	1.7042e-04	6.7480e-04	3.3452e-04	3.7016e-04	6.8549e-04	4.5215e-04	3.8256e-04	1.9678e-02	1.1644e-02	6.3181e-03	3.5403e-03	1.9701e-03	1.2410e-03	2.0764e-03	1.1381e-03	7.9409e-04	3.7968e-03	1.9311e-03	1.1044e-03
266	4.5363e-04	2.5119e-04	1.7948e-04	2.6995e-04	1.8304e-04	1.4658e-04	6.4411e-04	3.0646e-04	3.4273e-04	6.8711e-04	4.8253e-04	4.1347e-04	1.9323e-02	1.0946e-02	5.8066e-03	3.4235e-03	1.9203e-03	1.2390e-03	1.9832e-03	1.0456e-03	7.0763e-04	3.5568e-03	1.8528e-03	9.9786e-04
268	4.6280e-04	2.8348e-04	2.0022e-04	2.7322e-04	1.9745e-04	1.5864e-04	6.1089e-04	2.7463e-04	3.1415e-04	6.9628e-04	5.0646e-04	4.2002e-04	1.8338e-02	1.0034e-02	5.1219e-03	3.3141e-03	1.8757e-03	1.2029e-03	1.9158e-03	9.9521e-04	6.7026e-04	3.2753e-03	1.7633e-03	8.8202e-04
270	5.1751e-04	3.2612e-04	2.2010e-04	3.0864e-04	2.2540e-04	1.6590e-04	5.8469e-04	2.5101e-04	2.9426e-04	6.9320e-04	4.9815e-04	4.1191e-04	1.6846e-02	9.1111e-03	4.5036e-03	3.1915e-03	1.8063e-03	1.1443e-03	1.8893e-03	9.9452e-04	7.1782e-04	3.0267e-03	1.6912e-03	8.5770e-04
272	5.6319e-04	3.5974e-04	2.3923e-04	3.4550e-04	2.4783e-04	1.8235e-04	5.7786e-04	2.4813e-04	2.9272e-04	6.6977e-04	4.6128e-04	3.7596e-04	1.5220e-02	8.2853e-03	4.4119e-03	3.0480e-03	1.7370e-03	1.0458e-03	1.8970e-03	1.0491e-03	7.9657e-04	2.8828e-03	1.6096e-03	9.3852e-04
274	5.8792e-04	3.8130e-04	2.5925e-04	3.6749e-04	2.6957e-04	1.9525e-04	5.9183e-04	2.6217e-04	3.0572e-04	6.2384e-04	4.1146e-04	3.2144e-04	1.3752e-02	7.9472e-03	4.6382e-03	2.9383e-03	1.6441e-03	9.6238e-04	1.8904e-03	1.0911e-03	8.3749e-04	2.8394e-03	1.5629e-03	1.0012e-03
276	5.8730e-04	3.9014e-04	2.7944e-04	3.7604e-04	2.7861e-04	2.0435e-04	6.1210e-04	2.8175e-04	3.1965e-04	5.7034e-04	3.6697e-04	2.9147e-04	1.3165e-02	8.2374e-03	4.9456e-03	2.8222e-03	1.5437e-03	9.3141e-04	1.8492e-03	1.0922e-03	8.3347e-04	2.8106e-03	1.5252e-03	1.0035e-03
278	5.5930e-04	3.7446e-04	2.8987e-04	3.6391e-04	2.7479e-04	2.0625e-04	6.3043e-04	2.9679e-04	3.3194e-04	5.2649e-04	3.3189e-04	2.7214e-04	1.3513e-02	8.4943e-03	5.0722e-03	2.7179e-03	1.4790e-03	9.0670e-04	1.7513e-03	1.0434e-03	7.7873e-04	2.7295e-03	1.4837e-03	9.6837e-04
