	(mgLevel0,block0)	(mgLevel1,block0)	(mgLevel2,block0)	(mgLevel0,block1)	(mgLevel1,block1)	(mgLevel2,block1)	(mgLevel0,block2)	(mgLevel1,block2)	(mgLevel2,block2)	(mgLevel0,block3)	(mgLevel1,block3)	(mgLevel2,block3)	(mgLevel0,block4)	(mgLevel1,block4)	(mgLevel2,block4)	(mgLevel0,block5)	(mgLevel1,block5)	(mgLevel2,block5)	(mgLevel0,block6)	(mgLevel1,block6)	(mgLevel2,block6)	(mgLevel0,block7)	(mgLevel1,block7)	(mgLevel2,block7)
232	4.8288e-04	2.7567e-04	5.1369e-04	2.4654e-04	1.4160e-04	2.0021e-04	1.8845e-03	1.2473e-03	2.0542e-03	4.5978e-04	2.5249e-04	1.6527e-04	1.3430e-02	3.9093e-03	1.3763e-03	1.3205e-03	5.0852e-04	2.4746e-04	4.8812e-04	2.8152e-04	2.0929e-04	3.9218e-03	1.2821e-03	3.6024e-04
2	5.1077e-01	3.1292e-01	1.1162e-01	9.2336e-02	7.1187e-02	5.5131e-02	9.5734e-02	5.8881e-02	3.4351e-02	8.9716e-01	4.3399e-01	1.6199e-01	8.1097e+00	5.2994e+00	2.8744e+00	6.0002e-01	5.0492e-01	3.4796e-01	6.8946e-01	4.3059e-01	1.6927e-01	1.7112e+00	1.0522e+00	3.6547e-01
4	3.0306e-01	1.7629e-01	6.5042e-02	1.0317e-01	8.3335e-02	7.0386e-02	6.7163e-02	4.2156e-02	2.0352e-02	5.3857e-01	2.8114e-01	1.3879e-01	5.2460e+00	3.6553e+00	2.1910e+00	5.5865e-01	4.0882e-01	2.5744e-01	5.5863e-01	3.2362e-01	1.5108e-01	1.3184e+00	7.7383e-01	3.1395e-01
6	2.1230e-01	1.2434e-01	6.6381e-02	8.5493e-02	6.7720e-02	5.7325e-02	4.9347e-02	3.2049e-02	1.9648e-02	3.8655e-01	1.9722e-01	1.0274e-01	4.5174e+00	3.0102e+00	1.7039e+00	4.6215e-01	3.4938e-01	2.5326e-01	3.7695e-01	2.1785e-01	1.3758e-01	9.4730e-01	5.2684e-01	2.2768e-01
8	1.6159e-01	8.7722e-02	5.2492e-02	6.7528e-02	5.2210e-02	4.4207e-02	3.7945e-02	2.4174e-02	1.8745e-02	2.8668e-01	1.4828e-01	8.5150e-02	3.3659e+00	2.0468e+00	1.0688e+00	4.8648e-01	3.6334e-01	2.5919e-01	3.4867e-01	2.2023e-01	1.3175e-01	6.7626e-01	3.8045e-01	2.0156e-01
10	1.3413e-01	6.6415e-02	4.0255e-02	5.3334e-02	3.5599e-02	2.6076e-02	3.3762e-02	2.0239e-02	1.5205e-02	2.3354e-01	1.1990e-01	7.0880e-02	2.7156e+00	1.8155e+00	1.0059e+00	4.3032e-01	3.0464e-01	2.1335e-01	3.0399e-01	1.8983e-01	1.2508e-01	6.1423e-01	3.5267e-01	1.9183e-01
12	1.0729e-01	6.0483e-02	3.4935e-02	4.6036e-02	3.4074e-02	2.8848e-02	2.6655e-02	1.6897e-02	1.1665e-02	1.9611e-01	1.0257e-01	6.3774e-02	2.5707e+00	1.8047e+00	1.0491e+00	3.7335e-01	2.7075e-01	1.7684e-01	2.8194e-01	1.9508e-01	1.4219e-01	5.4444e-01	3.1000e-01	1.6407e-01
14	9.8585e-02	6.1347e-02	3.8124e-02	5.6520e-02	4.3162e-02	3.6170e-02	2.2365e-02	1.4597e-02	9.2409e-03	1.6959e-01	8.9998e-02	5.6147e-02	2.4461e+00	1.7954e+00	1.1208e+00	3.4101e-01	2.4688e-01	1.6054e-01	2.9421e-01	2.1207e-01	1.5426e-01	4.8327e-01	2.7161e-01	1.6160e-01
16	1.0817e-01	6.9811e-02	4.2561e-02	6.0275e-02	4.3768e-02	3.3539e-02	1.9610e-02	1.2344e-02	8.3545e-03	1.4636e-01	7.9290e-02	4.9102e-02	2.3939e+00	1.7834e+00	1.1155e+00	3.0672e-01	2.1780e-01	1.4230e-01	2.9016e-01	2.0155e-01	1.4183e-01	4.6171e-01	2.7814e-01	1.7941e-01
18	1.0690e-01	6.7891e-02	3.8892e-02	5.6557e-02	4.0464e-02	2.7388e-02	1.9238e-02	1.3112e-02	1.0763e-02	1.3140e-01	7.0291e-02	4.1865e-02	2.5209e+00	1.7901e+00	1.0970e+00	2.8183e-01	1.9777e-01	1.2274e-01	2.6896e-01	1.7654e-01	1.2003e-01	4.3588e-01	2.7453e-01	1.8141e-01
20	9.4335e-02	5.6858e-02	3.1129e-02	5.0549e-02	3.6111e-02	2.2449e-02	2.1012e-02	1.5431e-02	1.3132e-02	1.1761e-01	6.0958e-02	3.3621e-02	2.6532e+00	1.7975e+00	9.8305e-01	2.6478e-01	1.8204e-01	1.1160e-01	2.4179e-01	1.4968e-01	1.0130e-01	3.9434e-01	2.5317e-01	1.7303e-01
22	7.5698e-02	4.3437e-02	2.4864e-02	3.9274e-02	2.7590e-02	1.5315e-02	2.0650e-02	1.5664e-02	1.2504e-02	1.0238e-01	5.0826e-02	2.7228e-02	2.5490e+00	1.6206e+00	8.6148e-01	2.4412e-01	1.6830e-01	1.0122e-01	2.1756e-01	1.2843e-01	8.5609e-02	3.5087e-01	2.3067e-01	1.6102e-01
24	5.8767e-02	3.2785e-02	2.4310e-02	3.2268e-02	2.1910e-02	1.5682e-02	1.7286e-02	1.2644e-02	9.1158e-03	9.1851e-02	4.6139e-02	2.7341e-02	2.3077e+00	1.4095e+00	7.5938e-01	2.2449e-01	1.5203e-01	9.1509e-02	1.8858e-01	1.0566e-01	6.6930e-02	3.2770e-01	2.2009e-01	1.4965e-01
26	5.8862e-02	3.7233e-02	2.7999e-02	3.3501e-02	2.3855e-02	1.9621e-02	1.3880e-02	9.0653e-03	5.5228e-03	8.8701e-02	4.9320e-02	3.1237e-02	2.0156e+00	1.2043e+00	6.4536e-01	2.0591e-01	1.3493e-01	8.1930e-02	1.5481e-01	8.3416e-02	5.0163e-02	3.1399e-01	2.0826e-01	1.3966e-01
28	6.6055e-02	4.2707e-02	2.6473e-02	3.4362e-02	2.5517e-02	2.0555e-02	1.2092e-02	7.5122e-03	5.1540e-03	9.1069e-02	5.4097e-02	3.2731e-02	1.7420e+00	1.0151e+00	5.2469e-01	1.9426e-01	1.2988e-01	8.1519e-02	1.2996e-01	7.1335e-02	4.4884e-02	3.0113e-01	1.9624e-01	1.2209e-01
30	6.8235e-02	4.2955e-02	2.3777e-02	3.4529e-02	2.5297e-02	1.8716e-02	1.2358e-02	8.5579e-03	6.9980e-03	8.7443e-02	5.2961e-02	3.0361e-02	1.4823e+00	8.1750e-01	4.2686e-01	1.8419e-01	1.2579e-01	7.9485e-02	1.1733e-01	6.7857e-02	4.4127e-02	2.8500e-01	1.8556e-01	1.0812e-01
32	6.3600e-02	3.8463e-02	2.0389e-02	3.0593e-02	2.1577e-02	1.4399e-02	1.3684e-02	9.8769e-03	8.9991e-03	8.2886e-02	4.7044e-02	2.4577e-02	1.2765e+00	6.7335e-01	3.5949e-01	1.7017e-01	1.1505e-01	7.3357e-02	1.0504e-01	6.4014e-02	4.3220e-02	2.7690e-01	1.7666e-01	1.0269e-01
34	5.3436e-02	3.0973e-02	1.7297e-02	2.4021e-02	1.6493e-02	1.0472e-02	1.4239e-02	1.0165e-02	9.6430e-03	7.6278e-02	3.8280e-02	1.7969e-02	1.1457e+00	5.9009e-01	3.0535e-01	1.5877e-01	1.0780e-01	7.0984e-02	9.2319e-02	5.7460e-02	4.0038e-02	2.7172e-01	1.7004e-01	1.0225e-01
36	4.4522e-02	2.3289e-02	1.4564e-02	1.9765e-02	1.3240e-02	9.1485e-03	1.3051e-02	8.6285e-03	8.3850e-03	6.9707e-02	3.1725e-02	1.3926e-02	1.0241e+00	5.6433e-01	2.8072e-01	1.5261e-01	1.0087e-01	6.4624e-02	8.3553e-02	5.1833e-02	3.6122e-02	2.6183e-01	1.6444e-01	1.0271e-01
38	4.0749e-02	2.1470e-02	1.5873e-02	1.8979e-02	1.3169e-02	1.0496e-02	1.0751e-02	6.1327e-03	5.8898e-03	6.6551e-02	3.1284e-02	1.3999e-02	9.0627e-01	5.2515e-01	2.5079e-01	1.4735e-01	9.4591e-02	5.6678e-02	7.6235e-02	4.5389e-02	3.1609e-02	2.5310e-01	1.5932e-01	1.0283e-01
40	3.8275e-02	2.1140e-02	1.4975e-02	1.9054e-02	1.3715e-02	1.0232e-02	8.7640e-03	4.3072e-03	3.6742e-03	6.5695e-02	3.1014e-02	1.7704e-02	7.9589e-01	4.5729e-01	2.2672e-01	1.3716e-01	8.6826e-02	4.8146e-02	6.8874e-02	4.0208e-02	2.7125e-02	2.3660e-01	1.5191e-01	9.6673e-02
42	3.4951e-02	1.8731e-02	1.1273e-02	1.7903e-02	1.2808e-02	8.3414e-03	7.5888e-03	3.5756e-03	2.7629e-03	6.1712e-02	3.1674e-02	2.0286e-02	7.0613e-01	3.9753e-01	2.0603e-01	1.3034e-01	8.1075e-02	4.4164e-02	6.0697e-02	3.5178e-02	2.2794e-02	2.2324e-01	1.4361e-01	8.8569e-02
44	3.0244e-02	1.5188e-02	7.7740e-03	1.5155e-02	1.0631e-02	6.3896e-03	6.9772e-03	3.4747e-03	2.7765e-03	5.8042e-02	2.9864e-02	1.9763e-02	6.5213e-01	3.7071e-01	2.0276e-01	1.2203e-01	7.6095e-02	4.3642e-02	5.5583e-02	3.3532e-02	2.3200e-02	2.1436e-01	1.3659e-01	8.3090e-02
46	2.5797e-02	1.2758e-02	6.8567e-03	1.2639e-02	8.7918e-03	5.6875e-03	6.4759e-03	3.3070e-03	2.7051e-03	5.1185e-02	2.5993e-02	1.6637e-02	6.1343e-01	3.5325e-01	2.1272e-01	1.1410e-01	7.1197e-02	4.2753e-02	5.4350e-02	3.4648e-02	2.5253e-02	2.0656e-01	1.3121e-01	7.9085e-02
48	2.4699e-02	1.3283e-02	7.8187e-03	1.2653e-02	8.4066e-03	6.2444e-03	6.0400e-03	3.2216e-03	2.8621e-03	4.4528e-02	2.1606e-02	1.3188e-02	5.8506e-01	3.4025e-01	2.0520e-01	1.0768e-01	6.6987e-02	4.1556e-02	5.3213e-02	3.4902e-02	2.5652e-02	1.9832e-01	1.2441e-01	7.4657e-02
50	2.5061e-02	1.3474e-02	7.3599e-03	1.3153e-02	8.5923e-03	5.8463e-03	5.8910e-03	3.5318e-03	3.3916e-03	3.8616e-02	1.8660e-02	1.0401e-02	5.6884e-01	3.3786e-01	1.8320e-01	1.0156e-01	6.3270e-02	3.8222e-02	5.0430e-02	3.3148e-02	2.4169e-02	1.8748e-01	1.1610e-01	6.9283e-02
52	2.2850e-02	1.1349e-02	5.4503e-03	1.2542e-02	8.2160e-03	4.9353e-03	5.8683e-03	3.8332e-03	3.8739e-03	3.4577e-02	1.6782e-02	9.0047e-03	5.4771e-01	3.2111e-01	1.6340e-01	9.6718e-02	5.9464e-02	3.4131e-02	4.6896e-02	3.0879e-02	2.2363e-02	1.7628e-01	1.0871e-01	6.2335e-02
54	1.9196e-02	8.3665e-03	3.5369e-03	1.0961e-02	7.1211e-03	4.0036e-03	5.6887e-03	3.7286e-03	3.8340e-03	3.2380e-02	1.5815e-02	8.7463e-03	5.1616e-01	2.9419e-01	1.4141e-01	9.3171e-02	5.4952e-02	3.0745e-02	4.3582e-02	2.8371e-02	2.0449e-02	1.6890e-01	1.0339e-01	5.5299e-02
56	1.6570e-02	7.3774e-03	4.6518e-03	1.0073e-02	6.6624e-03	4.5121e-03	5.0991e-03	3.1153e-03	3.2389e-03	3.0554e-02	1.5587e-02	9.4206e-03	4.7512e-01	2.5851e-01	1.2975e-01	8.7376e-02	5.0433e-02	2.7290e-02	4.0279e-02	2.5781e-02	1.8648e-02	1.6293e-01	9.8035e-02	5.0258e-02
58	1.7416e-02	9.3831e-03	6.2957e-03	1.0186e-02	7.1776e-03	5.7367e-03	4.4726e-03	2.3973e-03	2.5295e-03	2.9162e-02	1.5948e-02	1.0462e-02	4.3769e-01	2.4053e-01	1.2627e-01	8.2599e-02	4.7141e-02	2.5990e-02	3.7574e-02	2.3713e-02	1.6787e-02	1.5616e-01	9.2338e-02	4.4840e-02
60	1.9748e-02	1.1548e-02	7.0515e-03	1.0782e-02	7.7506e-03	6.4095e-03	4.1879e-03	2.3505e-03	2.6496e-03	2.8600e-02	1.6394e-02	1.1420e-02	4.2319e-01	2.3615e-01	1.2304e-01	7.9338e-02	4.5069e-02	2.5004e-02	3.5804e-02	2.2525e-02	1.5638e-02	1.4893e-01	8.6506e-02	3.9952e-02
62	2.1254e-02	1.2871e-02	7.6788e-03	1.1300e-02	8.1385e-03	6.6306e-03	4.5619e-03	3.0501e-03	3.3528e-03	2.7950e-02	1.6004e-02	1.1242e-02	4.0644e-01	2.3025e-01	1.1536e-01	7.3973e-02	4.3040e-02	2.3792e-02	3.4151e-02	2.1828e-02	1.5099e-02	1.4000e-01	8.0164e-02	3.5870e-02
64	2.1997e-02	1.3560e-02	8.6847e-03	1.1316e-02	8.3492e-03	7.0411e-03	5.1645e-03	3.8085e-03	3.9675e-03	2.6567e-02	1.4852e-02	1.0138e-02	3.7629e-01	2.1308e-01	1.1247e-01	6.9652e-02	3.9618e-02	2.2299e-02	3.1717e-02	2.0715e-02	1.4055e-02	1.3042e-01	7.5569e-02	3.2439e-02
66	2.1745e-02	1.3742e-02	9.3416e-03	1.0865e-02	8.2074e-03	7.0148e-03	5.5680e-03	4.3215e-03	4.3427e-03	2.4702e-02	1.3396e-02	8.7620e-03	3.5380e-01	1.9123e-01	1.0068e-01	6.5621e-02	3.6836e-02	2.0186e-02	2.9743e-02	1.9588e-02	1.2996e-02	1.2352e-01	7.2281e-02	3.0367e-02
68	2.0116e-02	1.2779e-02	9.2465e-03	9.9673e-03	7.5834e-03	6.4961e-03	5.6773e-03	4.4904e-03	4.4365e-03	2.3015e-02	1.2231e-02	7.5472e-03	3.3625e-01	1.8051e-01	9.3663e-02	6.1134e-02	3.3552e-02	1.7796e-02	2.9164e-02	1.8980e-02	1.2252e-02	1.1894e-01	6.8910e-02	2.7833e-02
70	1.7431e-02	1.0750e-02	8.3893e-03	8.4118e-03	6.3454e-03	5.5895e-03	5.5132e-03	4.3310e-03	4.2868e-03	2.1855e-02	1.1369e-02	7.1129e-03	3.2428e-01	1.7550e-01	8.8644e-02	5.8519e-02	3.1114e-02	1.5915e-02	2.9207e-02	1.8672e-02	1.2024e-02	1.1483e-01	6.5103e-02	2.4639e-02
72	1.4494e-02	8.3476e-03	6.9926e-03	6.8003e-03	4.8668e-03	4.1876e-03	5.1191e-03	3.9025e-03	3.9245e-03	2.1670e-02	1.1576e-02	7.9270e-03	3.1263e-01	1.7281e-01	8.4140e-02	5.4636e-02	2.8866e-02	1.4390e-02	2.8895e-02	1.8145e-02	1.1965e-02	1.0937e-01	6.1420e-02	2.2563e-02
74	1.2725e-02	7.5007e-03	6.7922e-03	6.1312e-03	4.4282e-03	4.1230e-03	4.5789e-03	3.2886e-03	3.3943e-03	2.1921e-02	1.2209e-02	8.9090e-03	3.0375e-01	1.6676e-01	8.2330e-02	5.2050e-02	2.7207e-02	1.3958e-02	2.7842e-02	1.7456e-02	1.1554e-02	1.0381e-01	5.7607e-02	2.0530e-02
76	1.2737e-02	7.7219e-03	6.6739e-03	6.2731e-03	4.7122e-03	4.0486e-03	4.0162e-03	2.6653e-03	2.8071e-03	2.1560e-02	1.2328e-02	8.9545e-03	2.9021e-01	1.6564e-01	8.1238e-02	4.8723e-02	2.5889e-02	1.4097e-02	2.6806e-02	1.7173e-02	1.1375e-02	9.8231e-02	5.3729e-02	1.9901e-02
78	1.2947e-02	7.8771e-03	5.8968e-03	6.6932e-03	5.0902e-03	3.9489e-03	3.5957e-03	2.2480e-03	2.6996e-03	2.0398e-02	1.1616e-02	8.1033e-03	2.8541e-01	1.6418e-01	7.9748e-02	4.6206e-02	2.4557e-02	1.4127e-02	2.6577e-02	1.7297e-02	1.1383e-02	9.2949e-02	4.9922e-02	1.9843e-02
80	1.2544e-02	7.3732e-03	4.6310e-03	6.7573e-03	5.0011e-03	3.5877e-03	3.4866e-03	2.2839e-03	2.7690e-03	1.8665e-02	1.0282e-02	6.7305e-03	2.7962e-01	1.6273e-01	8.1135e-02	4.3433e-02	2.3845e-02	1.3751e-02	2.6718e-02	1.7535e-02	1.1605e-02	8.7179e-02	4.6993e-02	1.9570e-02
82	1.1529e-02	6.3616e-03	3.4015e-03	6.2036e-03	4.4106e-03	3.0623e-03	3.5610e-03	2.4459e-03	3.0408e-03	1.6771e-02	8.7153e-03	5.3090e-03	2.8404e-01	1.6035e-01	8.5539e-02	4.2824e-02	2.2590e-02	1.3145e-02	2.6788e-02	1.7586e-02	1.1412e-02	8.1465e-02	4.3748e-02	1.8623e-02
84	1.0360e-02	5.3874e-03	2.7480e-03	5.3037e-03	3.6784e-03	2.6530e-03	3.5884e-03	2.5232e-03	3.1719e-03	1.5208e-02	7.3432e-03	4.1528e-03	2.8692e-01	1.6141e-01	8.6235e-02	3.9888e-02	2.1924e-02	1.2591e-02	2.6595e-02	1.7269e-02	1.0841e-02	7.7150e-02	4.0910e-02	1.7325e-02
86	9.1998e-03	4.6042e-03	2.4781e-03	4.5780e-03	3.1526e-03	2.4453e-03	3.5038e-03	2.4328e-03	3.1245e-03	1.4053e-02	6.6221e-03	3.6064e-03	2.9202e-01	1.6525e-01	8.3839e-02	3.8173e-02	2.0821e-02	1.1781e-02	2.6152e-02	1.6480e-02	9.7344e-03	7.3378e-02	3.8560e-02	1.6220e-02
88	8.1336e-03	3.9432e-03	2.3264e-03	4.1886e-03	2.9131e-03	2.3917e-03	3.3083e-03	2.2300e-03	2.9394e-03	1.3290e-02	6.6201e-03	3.7277e-03	2.9595e-01	1.5965e-01	7.8116e-02	3.6565e-02	1.9365e-02	1.0813e-02	2.4999e-02	1.5187e-02	8.4437e-03	7.0059e-02	3.6376e-02	1.5210e-02
90	7.3103e-03	3.4675e-03	2.1275e-03	3.9760e-03	2.7770e-03	2.2726e-03	3.0775e-03	2.0009e-03	2.6988e-03	1.2914e-02	6.7873e-03	3.9858e-03	3.0153e-01	1.5152e-01	7.4329e-02	3.4829e-02	1.7648e-02	9.9966e-03	2.3628e-02	1.3851e-02	7.1606e-03	6.6270e-02	3.4081e-02	1.4418e-02
92	6.5534e-03	3.0587e-03	1.7870e-03	3.6506e-03	2.5162e-03	1.9828e-03	2.8684e-03	1.8210e-03	2.4882e-03	1.2479e-02	6.6724e-03	3.8255e-03	3.0053e-01	1.4139e-01	6.9100e-02	3.2803e-02	1.6864e-02	9.7511e-03	2.2187e-02	1.2586e-02	6.3221e-03	6.2971e-02	3.2062e-02	1.4131e-02
94	5.8156e-03	2.5967e-03	1.3137e-03	3.1691e-03	2.0947e-03	1.5142e-03	2.7049e-03	1.6887e-03	2.3386e-03	1.1964e-02	6.2887e-03	3.4791e-03	2.8606e-01	1.3132e-01	6.1847e-02	3.1460e-02	1.6389e-02	9.3456e-03	2.0920e-02	1.1506e-02	5.9808e-03	6.0573e-02	3.1210e-02	1.4279e-02
96	5.1502e-03	2.1709e-03	9.3325e-04	2.6681e-03	1.5862e-03	9.6159e-04	2.5851e-03	1.5926e-03	2.2215e-03	1.1413e-02	5.8986e-03	3.3090e-03	2.6590e-01	1.1905e-01	5.4051e-02	3.0101e-02	1.5668e-02	8.7615e-03	1.9747e-02	1.0910e-02	5.9318e-03	5.9570e-02	3.1249e-02	1.4380e-02
98	4.6559e-03	2.0155e-03	9.7755e-04	2.3836e-03	1.3458e-03	7.9372e-04	2.4764e-03	1.4980e-03	2.1076e-03	1.1215e-02	5.5625e-03	3.0739e-03	2.4172e-01	1.0571e-01	4.6068e-02	2.8946e-02	1.4757e-02	8.1632e-03	1.8532e-02	1.0546e-02	6.0157e-03	5.8711e-02	3.0619e-02	1.3865e-02
100	4.6022e-03	2.2335e-03	1.3238e-03	2.5060e-03	1.5669e-03	1.0038e-03	2.3727e-03	1.4027e-03	2.0099e-03	1.1081e-02	5.2148e-03	2.8782e-03	2.2075e-01	9.3402e-02	3.9425e-02	2.7160e-02	1.3994e-02	7.6497e-03	1.6992e-02	9.8357e-03	5.8087e-03	5.7551e-02	2.9421e-02	1.2682e-02
102	4.9261e-03	2.6254e-03	1.7420e-03	2.8322e-03	1.9148e-03	1.4087e-03	2.3027e-03	1.3471e-03	2.0112e-03	1.0821e-02	4.7847e-03	2.7092e-03	2.0074e-01	8.4570e-02	3.4109e-02	2.4893e-02	1.3031e-02	6.9199e-03	1.5137e-02	8.8710e-03	5.2386e-03	5.5295e-02	2.7624e-02	1.1361e-02
104	5.3125e-03	2.9933e-03	2.0844e-03	3.1163e-03	2.1921e-03	1.7127e-03	2.3233e-03	1.4251e-03	2.0947e-03	1.0030e-02	4.4159e-03	2.5542e-03	1.8361e-01	7.5224e-02	2.9882e-02	2.3136e-02	1.1784e-02	6.2125e-03	1.3231e-02	7.7409e-03	4.4497e-03	5.3027e-02	2.5522e-02	1.0122e-02
106	5.5364e-03	3.2540e-03	2.3181e-03	3.2261e-03	2.3377e-03	1.8302e-03	2.4342e-03	1.5918e-03	2.2503e-03	9.0402e-03	4.0482e-03	2.3458e-03	1.6612e-01	6.6056e-02	2.6264e-02	2.1925e-02	1.1075e-02	5.5815e-03	1.1649e-02	6.7021e-03	3.5548e-03	5.0672e-02	2.3974e-02	9.3742e-03
108	5.4957e-03	3.2740e-03	2.4130e-03	3.1515e-03	2.2950e-03	1.8190e-03	2.5632e-03	1.7430e-03	2.3713e-03	8.1191e-03	3.6998e-03	2.1052e-03	1.4873e-01	5.9299e-02	2.3843e-02	2.1121e-02	1.0257e-02	5.0255e-03	1.0398e-02	5.7598e-03	2.7491e-03	4.8939e-02	2.3246e-02	9.1128e-03
110	5.1442e-03	3.0523e-03	2.3894e-03	2.9009e-03	2.1233e-03	1.7634e-03	2.6465e-03	1.8302e-03	2.4353e-03	7.4108e-03	3.4376e-03	1.8807e-03	1.3300e-01	5.3972e-02	2.2760e-02	1.9873e-02	9.5894e-03	4.7771e-03	9.4931e-03	4.9494e-03	2.1924e-03	4.7369e-02	2.2663e-02	8.8848e-03
112	4.5542e-03	2.6511e-03	2.2467e-03	2.5712e-03	1.8771e-03	1.6439e-03	2.6579e-03	1.8376e-03	2.4346e-03	6.9159e-03	3.2630e-03	1.7918e-03	1.2157e-01	5.0741e-02	2.2054e-02	1.9197e-02	9.2267e-03	4.7382e-03	8.7643e-03	4.4497e-03	1.8721e-03	4.5882e-02	2.1960e-02	8.4241e-03
114	3.9476e-03	2.1966e-03	2.0515e-03	2.2657e-03	1.6078e-03	1.4631e-03	2.6037e-03	1.7812e-03	2.3830e-03	6.5455e-03	3.1751e-03	1.8160e-03	1.0994e-01	4.7908e-02	2.0422e-02	1.8250e-02	8.8602e-03	4.6921e-03	8.2341e-03	4.2774e-03	1.9705e-03	4.4625e-02	2.1068e-02	7.8407e-03
116	3.5081e-03	1.9037e-03	1.8732e-03	2.1019e-03	1.4221e-03	1.3129e-03	2.5093e-03	1.6902e-03	2.3127e-03	6.2497e-03	3.1382e-03	1.8895e-03	1.0323e-01	4.6271e-02	2.0293e-02	1.7250e-02	8.3842e-03	4.5146e-03	7.8660e-03	4.3117e-03	2.2963e-03	4.3057e-02	1.9763e-02	7.0094e-03
118	3.1890e-03	1.7309e-03	1.7385e-03	1.9610e-03	1.2648e-03	1.1316e-03	2.4070e-03	1.5896e-03	2.2781e-03	5.9934e-03	3.0714e-03	1.9447e-03	9.7211e-02	4.5226e-02	1.9896e-02	1.6238e-02	7.8641e-03	4.2947e-03	7.6549e-03	4.3895e-03	2.5827e-03	4.1093e-02	1.8439e-02	6.1083e-03
120	2.9495e-03	1.5681e-03	1.5955e-03	1.7963e-03	1.0994e-03	1.0018e-03	2.3143e-03	1.5029e-03	2.2487e-03	5.7198e-03	2.9492e-03	1.9158e-03	9.2933e-02	4.3560e-02	1.9481e-02	1.5596e-02	7.5673e-03	4.0640e-03	7.4290e-03	4.3906e-03	2.7324e-03	3.9348e-02	1.7316e-02	5.3787e-03
122	2.7737e-03	1.4532e-03	1.4050e-03	1.6746e-03	1.0214e-03	8.6727e-04	2.2388e-03	1.4442e-03	2.2178e-03	5.4266e-03	2.7454e-03	1.7957e-03	8.6034e-02	4.1659e-02	1.8237e-02	1.4859e-02	7.2742e-03	3.8394e-03	7.1091e-03	4.2748e-03	2.7149e-03	3.7671e-02	1.6397e-02	4.8788e-03
124	2.7160e-03	1.4334e-03	1.2716e-03	1.6618e-03	1.0588e-03	8.5437e-04	2.1856e-03	1.4039e-03	2.1907e-03	5.1672e-03	2.4770e-03	1.6264e-03	8.0363e-02	3.8808e-02	1.6763e-02	1.4214e-02	6.8257e-03	3.5517e-03	6.7091e-03	4.0365e-03	2.6023e-03	3.6434e-02	1.5799e-02	4.6429e-03
126	2.7655e-03	1.4823e-03	1.2327e-03	1.7229e-03	1.1189e-03	9.3354e-04	2.1600e-03	1.3794e-03	2.1717e-03	4.8722e-03	2.3894e-03	1.5592e-03	7.2322e-02	3.5739e-02	1.5541e-02	1.3744e-02	6.4625e-03	3.3518e-03	6.3238e-03	3.8082e-03	2.3798e-03	3.4829e-02	1.5122e-02	4.4837e-03
128	2.8721e-03	1.5905e-03	1.2130e-03	1.8101e-03	1.1954e-03	1.0254e-03	2.1647e-03	1.3897e-03	2.1667e-03	4.6354e-03	2.3391e-03	1.6538e-03	6.6924e-02	3.2673e-02	1.4356e-02	1.3072e-02	6.0646e-03	3.1845e-03	6.0264e-03	3.5454e-03	2.1521e-03	3.3502e-02	1.4557e-02	4.2904e-03
130	2.9917e-03	1.7088e-03	1.1852e-03	1.8786e-03	1.2631e-03	1.0764e-03	2.1810e-03	1.4295e-03	2.1955e-03	4.4341e-03	2.3202e-03	1.6926e-03	6.3375e-02	3.0669e-02	1.3346e-02	1.2095e-02	5.5679e-03	2.8790e-03	5.7603e-03	3.2708e-03	1.9093e-03	3.2563e-02	1.3895e-02	4.1110e-03
132	3.0494e-03	1.7593e-03	1.1291e-03	1.8941e-03	1.3003e-03	1.0741e-03	2.1996e-03	1.4737e-03	2.2374e-03	4.2218e-03	2.2708e-03	1.6330e-03	6.1381e-02	2.9669e-02	1.3203e-02	1.1273e-02	5.0346e-03	2.4950e-03	5.5064e-03	2.9859e-03	1.6291e-03	3.1305e-02	1.3633e-02	3.9383e-03
134	2.9839e-03	1.6971e-03	1.0301e-03	1.8243e-03	1.2580e-03	1.0430e-03	2.2125e-03	1.5059e-03	2.2630e-03	3.9878e-03	2.1816e-03	1.5195e-03	6.3100e-02	2.9207e-02	1.3349e-02	1.0621e-02	4.6855e-03	2.3271e-03	5.2134e-03	2.7133e-03	1.3626e-03	2.9827e-02	1.3118e-02	3.8006e-03
136	2.7799e-03	1.5271e-03	8.9600e-04	1.6638e-03	1.1325e-03	9.3066e-04	2.2080e-03	1.5111e-03	2.2631e-03	3.7499e-03	2.0535e-03	1.4024e-03	6.2998e-02	2.9007e-02	1.3439e-02	1.0155e-02	4.5737e-03	2.3012e-03	4.9002e-03	2.5051e-03	1.2180e-03	2.8967e-02	1.2483e-02	3.7902e-03
138	2.4551e-03	1.2666e-03	7.1897e-04	1.4283e-03	9.4548e-04	7.3883e-04	2.1746e-03	1.4802e-03	2.2327e-03	3.5065e-03	1.8938e-03	1.2634e-03	6.2650e-02	2.8785e-02	1.3338e-02	9.7829e-03	4.5143e-03	2.3659e-03	4.6746e-03	2.3814e-03	1.2929e-03	2.7914e-02	1.1898e-02	3.7054e-03
